Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
SZ Mulani,2024,0,54,30,7,6,2,10.8,,23.333333333333332
Sachin Baby,2013,0,0,0,0,0,1,,,0.0
Sachin Baby,2016,3,8,10,5,1,8,4.800000000000001,3.3333333333333335,50.0
Sachin Baby,2017,0,0,0,0,0,3,,,0.0
Sachin Baby,2021,0,0,0,0,0,1,,,0.0
Salman Butt,2008,0,0,0,0,0,7,,,0.0
Sameer Rizvi,2024,0,0,0,0,0,5,,,0.0
Sameer Rizvi,2025,0,0,0,0,0,4,,,0.0
Sandeep Sharma,2013,8,116,96,41,18,4,7.25,12.0,42.70833333333333
Sandeep Sharma,2014,19,329,241,109,52,11,8.190871369294605,12.68421052631579,45.22821576763486
Sandeep Sharma,2015,13,338,300,142,49,14,6.76,23.076923076923077,47.333333333333336
Sandeep Sharma,2016,19,357,300,127,46,14,7.14,15.789473684210526,42.333333333333336
Sandeep Sharma,2017,17,386,288,115,57,13,8.041666666666666,16.941176470588236,39.93055555555556
Sandeep Sharma,2018,14,324,264,115,44,12,7.363636363636363,18.857142857142858,43.56060606060606
Sandeep Sharma,2019,13,343,256,79,41,11,8.0390625,19.692307692307693,30.859375
Sandeep Sharma,2020,14,369,312,119,42,13,7.096153846153847,22.285714285714285,38.141025641025635
Sandeep Sharma,2021,3,193,141,51,26,7,8.212765957446809,47.0,36.17021276595745
Sandeep Sharma,2022,3,146,120,58,24,5,7.299999999999999,40.0,48.333333333333336
Sandeep Sharma,2023,14,382,276,94,53,12,8.304347826086957,19.714285714285715,34.05797101449276
Sandeep Sharma,2024,15,303,228,72,39,10,7.973684210526316,15.2,31.57894736842105
Sandeep Sharma,2025,10,353,223,52,44,10,9.49775784753363,22.3,23.318385650224215
Sanvir Singh,2023,0,0,0,0,0,2,,,0.0
Sanvir Singh,2024,0,0,0,0,0,3,,,0.0
Saurav Chauhan,2024,0,0,0,0,0,3,,,0.0
Sediqullah Atal,2025,0,0,0,0,0,1,,,0.0
Shahbaz Ahmed,2020,2,43,36,8,3,2,7.166666666666666,18.0,22.22222222222222
Shahbaz Ahmed,2021,7,92,84,21,6,8,6.571428571428572,12.0,25.0
Shahbaz Ahmed,2022,4,326,210,56,41,16,9.314285714285715,52.5,26.666666666666668
Shahbaz Ahmed,2023,1,95,42,9,14,8,13.571428571428571,42.0,21.428571428571427
Shahbaz Ahmed,2024,7,263,165,48,36,16,9.563636363636364,23.571428571428573,29.09090909090909
Shahbaz Ahmed,2025,1,97,51,10,14,3,11.411764705882351,51.0,19.607843137254903
Shahid Afridi,2008,9,220,180,57,26,10,7.333333333333334,20.0,31.666666666666664
Shakib Al Hasan,2011,11,168,153,59,19,7,6.588235294117648,13.909090909090908,38.56209150326798
Shakib Al Hasan,2012,12,190,180,68,18,8,6.333333333333334,15.0,37.77777777777778
Shakib Al Hasan,2014,15,326,300,113,33,13,6.52,20.0,37.666666666666664
Shakib Al Hasan,2015,5,118,84,34,16,4,8.428571428571427,16.8,40.476190476190474
Shakib Al Hasan,2016,5,239,186,58,28,10,7.709677419354838,37.2,31.182795698924732
Shakib Al Hasan,2017,0,31,18,5,6,1,10.333333333333334,,27.77777777777778
Shakib Al Hasan,2018,16,451,342,96,48,17,7.912280701754385,21.375,28.07017543859649
Shakib Al Hasan,2019,2,94,65,22,11,3,8.676923076923076,32.5,33.84615384615385
Shakib Al Hasan,2021,5,185,156,49,20,8,7.115384615384615,31.2,31.41025641025641
Shashank Singh,2022,0,19,12,1,2,6,9.5,,8.333333333333332
Shashank Singh,2024,1,5,6,1,0,14,5.0,6.0,16.666666666666664
Shashank Singh,2025,0,27,12,3,5,14,13.5,,25.0
Shivam Mavi,2018,7,257,168,61,38,9,9.178571428571427,24.0,36.30952380952381
Shivam Mavi,2020,9,206,156,61,29,8,7.923076923076923,17.333333333333332,39.1025641025641
Shivam Mavi,2021,12,217,193,85,31,9,6.746113989637306,16.083333333333332,44.04145077720207
Shivam Mavi,2022,5,210,132,47,30,6,9.545454545454545,26.4,35.60606060606061
Shivam Sharma,2014,3,121,96,34,12,4,7.5625,32.0,35.41666666666667
Shivam Sharma,2015,1,44,18,3,7,1,14.666666666666668,18.0,16.666666666666664
Shivam Singh,2024,0,0,0,0,0,1,,,0.0
Shoaib Ahmed,2009,5,151,102,33,21,7,8.882352941176471,20.4,32.35294117647059
Shoaib Akhtar,2008,5,50,42,23,8,3,7.142857142857142,8.4,54.761904761904766
Shoaib Malik,2008,2,76,51,15,10,6,8.941176470588236,25.5,29.411764705882355
Shubman Gill,2018,0,0,0,0,0,10,,,0.0
Shubman Gill,2019,0,0,0,0,0,13,,,0.0
Shubman Gill,2020,0,0,0,0,0,14,,,0.0
Shubman Gill,2021,0,0,0,0,0,17,,,0.0
Shubman Gill,2022,0,0,0,0,0,16,,,0.0
Shubman Gill,2023,0,0,0,0,0,17,,,0.0
Shubman Gill,2024,0,0,0,0,0,12,,,0.0
Shubman Gill,2025,0,0,0,0,0,15,,,0.0
Sikandar Raza,2023,3,111,72,19,15,7,9.25,24.0,26.38888888888889
Sikandar Raza,2024,0,22,12,2,4,2,11.0,,16.666666666666664
Simarjeet Singh,2022,4,128,108,55,21,6,7.111111111111111,27.0,50.92592592592593
Simarjeet Singh,2024,6,113,72,27,16,4,9.416666666666666,12.0,37.5
Simarjeet Singh,2025,2,137,60,20,24,4,13.7,30.0,33.33333333333333
Sohail Tanvir,2008,24,246,247,121,34,11,5.9757085020242915,10.291666666666666,48.987854251012145
Sumit Kumar,2024,0,36,20,4,5,3,10.8,,20.0
Sunny Gupta,2012,0,45,18,0,7,1,15.0,,0.0
Sunny Singh,2011,0,0,0,0,0,5,,,0.0
Suryansh Shedge,2025,0,37,18,1,5,3,12.333333333333332,,5.555555555555555
Suyash Sharma,2023,11,315,234,80,40,11,8.076923076923077,21.272727272727273,34.18803418803419
Suyash Sharma,2024,0,50,24,5,7,2,12.5,,20.833333333333336
Suyash Sharma,2025,9,433,300,93,58,14,8.66,33.333333333333336,31.0
Swapnil Singh,2016,0,29,18,3,3,1,9.666666666666668,,16.666666666666664
Swapnil Singh,2017,1,60,42,7,4,4,8.571428571428571,42.0,16.666666666666664
Swapnil Singh,2023,0,18,12,2,2,2,9.0,,16.666666666666664
Swapnil Singh,2024,6,130,90,27,17,7,8.666666666666666,15.0,30.0
T Banton,2020,0,0,0,0,0,2,,,0.0
T Henderson,2009,1,40,36,14,5,2,6.666666666666667,36.0,38.88888888888889
T Kohler-Cadmore,2024,0,0,0,0,0,3,,,0.0
T Kohli,2008,0,0,0,0,0,2,,,0.0
T Kohli,2009,0,0,0,0,0,1,,,0.0
T Natarajan,2017,2,109,76,24,14,6,8.605263157894736,38.0,31.57894736842105
T Natarajan,2020,19,491,377,123,63,16,7.814323607427055,19.842105263157894,32.62599469496021
T Natarajan,2021,2,67,48,13,9,2,8.375,24.0,27.083333333333332
T Natarajan,2022,20,387,258,78,52,11,9.0,12.9,30.23255813953488
T Natarajan,2023,13,404,270,72,52,12,8.977777777777778,20.76923076923077,26.666666666666668
T Natarajan,2024,20,441,308,108,64,14,8.590909090909092,15.4,35.064935064935064
T Natarajan,2025,1,53,25,5,8,2,12.72,25.0,20.0
T Shamsi,2016,3,147,96,26,20,4,9.1875,32.0,27.083333333333332
T Shamsi,2021,0,34,24,2,2,1,8.5,,8.333333333333332
T Stubbs,2022,0,0,0,0,0,2,,,0.0
T Stubbs,2023,1,14,12,3,1,2,7.0,12.0,25.0
T Stubbs,2024,2,14,12,6,2,14,7.0,6.0,50.0
T Stubbs,2025,0,40,12,3,7,13,20.0,,25.0
T Taibu,2008,0,0,0,0,0,3,,,0.0
T Thushara,2009,3,58,48,19,7,2,7.25,16.0,39.58333333333333
T Thushara,2010,7,89,87,38,11,4,6.137931034482758,12.428571428571429,43.67816091954023
TA Boult,2015,10,222,168,71,34,7,7.928571428571429,16.8,42.26190476190476
TA Boult,2016,1,37,24,11,8,1,9.25,24.0,45.83333333333333
TA Boult,2017,5,211,143,53,36,6,8.853146853146853,28.6,37.06293706293706
TA Boult,2018,20,453,316,111,65,14,8.60126582278481,15.8,35.12658227848101
TA Boult,2019,5,156,114,44,21,5,8.210526315789474,22.8,38.59649122807017
TA Boult,2020,26,466,348,156,78,15,8.03448275862069,13.384615384615385,44.827586206896555
TA Boult,2021,14,389,308,135,57,14,7.577922077922077,22.0,43.83116883116883
TA Boult,2022,18,473,372,170,73,16,7.629032258064516,20.666666666666668,45.69892473118279
TA Boult,2023,13,300,228,103,47,10,7.894736842105264,17.53846153846154,45.17543859649123
TA Boult,2024,16,425,320,132,65,15,7.96875,20.0,41.25
TA Boult,2025,23,502,346,124,71,16,8.705202312138729,15.043478260869565,35.83815028901734
TD Paine,2011,0,0,0,0,0,2,,,0.0
TG Southee,2011,4,161,114,43,24,5,8.473684210526315,28.5,37.719298245614034
TG Southee,2014,0,73,60,25,9,3,7.299999999999999,,41.66666666666667
TG Southee,2015,9,239,168,66,34,7,8.535714285714286,18.666666666666668,39.285714285714285
TG Southee,2016,9,319,258,99,40,11,7.4186046511627906,28.666666666666668,38.372093023255815
TG Southee,2017,3,89,60,21,13,3,8.9,20.0,35.0
TG Southee,2018,8,251,174,57,35,8,8.655172413793103,21.75,32.758620689655174
TG Southee,2019,1,110,54,17,22,3,12.222222222222223,54.0,31.48148148148148
TG Southee,2021,5,93,72,23,12,3,7.75,14.4,31.944444444444443
TG Southee,2022,16,265,210,84,35,9,7.571428571428571,13.125,40.0
TG Southee,2023,2,79,36,12,13,2,13.166666666666668,18.0,33.33333333333333
TH David,2021,0,0,0,0,0,1,,,0.0
TH David,2022,0,0,0,0,0,8,,,0.0
TH David,2023,0,0,0,0,0,15,,,0.0
TH David,2024,0,0,0,0,0,11,,,0.0
TH David,2025,0,0,0,0,0,9,,,0.0
TK Curran,2018,6,113,61,15,15,5,11.114754098360656,10.166666666666666,24.59016393442623
TK Curran,2020,3,200,109,23,28,5,11.009174311926607,36.333333333333336,21.100917431192663
TK Curran,2021,4,100,68,19,13,3,8.823529411764707,17.0,27.941176470588236
TL Seifert,2021,0,0,0,0,0,1,,,0.0
TL Seifert,2022,0,0,0,0,0,2,,,0.0
TL Suman,2009,6,107,90,31,9,12,7.133333333333333,15.0,34.44444444444444
TL Suman,2010,0,22,12,2,3,14,11.0,,16.666666666666664
TL Suman,2011,0,50,36,7,5,7,8.333333333333332,,19.444444444444446
TL Suman,2012,0,0,0,0,0,2,,,0.0
TL Suman,2013,1,15,12,3,1,5,7.5,12.0,25.0
TM Dilshan,2008,1,3,6,3,0,7,3.0,6.0,50.0
TM Dilshan,2009,0,98,96,33,9,13,6.125,,34.375
TM Dilshan,2010,3,70,49,18,8,6,8.571428571428571,16.333333333333332,36.734693877551024
TM Dilshan,2011,1,105,72,16,12,10,8.75,72.0,22.22222222222222
TM Dilshan,2012,0,75,42,9,12,9,10.714285714285715,,21.428571428571427
TM Dilshan,2013,0,10,6,0,1,5,10.0,,0.0
TM Head,2016,0,0,0,0,0,3,,,0.0
TM Head,2017,3,81,48,7,8,7,10.125,16.0,14.583333333333334
TM Head,2024,0,32,10,2,6,15,19.200000000000003,,20.0
TM Head,2025,0,0,0,0,0,12,,,0.0
TM Srivastava,2008,0,0,0,0,0,2,,,0.0
TM Srivastava,2009,0,0,0,0,0,1,,,0.0
TP Sudhindra,2012,1,128,70,18,17,3,10.971428571428572,70.0,25.71428571428571
TR Birt,2011,0,0,0,0,0,5,,,0.0
TS Mills,2017,5,144,107,41,21,5,8.074766355140186,21.4,38.31775700934579
TS Mills,2022,6,184,102,28,30,5,10.823529411764707,17.0,27.450980392156865
TU Deshpande,2020,3,183,102,28,29,5,10.764705882352942,34.0,27.450980392156865
TU Deshpande,2022,1,62,42,17,11,2,8.857142857142858,42.0,40.476190476190474
TU Deshpande,2023,24,536,341,128,82,16,9.431085043988269,14.208333333333334,37.5366568914956
TU Deshpande,2024,18,397,288,111,56,13,8.270833333333334,16.0,38.54166666666667
TU Deshpande,2025,9,320,192,57,48,10,10.0,21.333333333333332,29.6875
Tanush Kotian,2024,0,0,0,0,0,1,,,0.0
Tejas Baroka,2017,0,33,21,6,4,1,9.428571428571429,,28.57142857142857
Tilak Varma,2022,0,13,12,5,2,14,6.5,,41.66666666666667
Tilak Varma,2023,0,6,6,3,1,11,6.0,,50.0
Tilak Varma,2024,0,8,4,0,1,13,12.0,,0.0
Tilak Varma,2025,0,0,0,0,0,13,,,0.0
U Kaul,2008,0,0,0,0,0,1,,,0.0
UA Birla,2013,0,0,0,0,0,1,,,0.0
UBT Chand,2011,0,0,0,0,0,2,,,0.0
UBT Chand,2012,0,0,0,0,0,2,,,0.0
UBT Chand,2013,0,0,0,0,0,9,,,0.0
UBT Chand,2014,0,0,0,0,0,1,,,0.0
UBT Chand,2015,0,0,0,0,0,5,,,0.0
UBT Chand,2016,0,0,0,0,0,1,,,0.0
UT Khawaja,2016,0,0,0,0,0,6,,,0.0
UT Yadav,2010,8,172,144,55,27,7,7.166666666666666,18.0,38.19444444444444
UT Yadav,2011,3,154,108,36,23,6,8.555555555555555,36.0,33.33333333333333
UT Yadav,2012,22,428,366,145,56,17,7.016393442622951,16.636363636363637,39.61748633879781
UT Yadav,2013,20,499,353,127,72,16,8.481586402266288,17.65,35.977337110481585
UT Yadav,2014,12,348,270,95,48,12,7.733333333333334,22.5,35.18518518518518
UT Yadav,2015,12,365,252,92,60,12,8.69047619047619,21.0,36.507936507936506
UT Yadav,2016,12,226,156,46,30,9,8.692307692307692,13.0,29.48717948717949
UT Yadav,2017,18,394,291,117,61,14,8.123711340206185,16.166666666666668,40.20618556701031
UT Yadav,2018,20,405,319,142,60,14,7.61755485893417,15.95,44.5141065830721
UT Yadav,2019,9,358,227,87,57,11,9.462555066079295,25.22222222222222,38.32599118942731
UT Yadav,2020,1,79,42,13,14,2,11.285714285714285,42.0,30.952380952380953
UT Yadav,2022,16,329,288,135,48,12,6.854166666666667,18.0,46.875
UT Yadav,2023,1,187,114,41,29,8,9.842105263157894,114.0,35.96491228070175
UT Yadav,2024,9,207,126,55,37,7,9.857142857142858,14.0,43.65079365079365
Umar Gul,2008,14,159,135,51,21,6,7.066666666666666,9.642857142857142,37.77777777777778
Umran Malik,2021,2,93,72,31,15,3,7.75,36.0,43.05555555555556
Umran Malik,2022,23,410,295,131,67,14,8.338983050847459,12.826086956521738,44.40677966101695
Umran Malik,2023,6,207,120,41,36,8,10.350000000000001,20.0,34.166666666666664
Umran Malik,2024,0,14,6,2,2,1,14.0,,33.33333333333333
Urvil Patel,2025,0,0,0,0,0,3,,,0.0
V Kaverappa,2024,2,36,24,11,5,1,9.0,12.0,45.83333333333333
V Kohli,2008,2,56,46,7,4,12,7.304347826086957,23.0,15.217391304347828
V Kohli,2009,0,43,36,10,3,14,7.166666666666666,,27.77777777777778
V Kohli,2010,0,45,32,7,4,13,8.4375,,21.875
V Kohli,2011,2,134,102,23,15,16,7.882352941176471,51.0,22.54901960784314
V Kohli,2012,0,49,18,2,8,15,16.333333333333336,,11.11111111111111
V Kohli,2013,0,0,0,0,0,16,,,0.0
V Kohli,2014,0,0,0,0,0,14,,,0.0
V Kohli,2015,1,10,11,2,0,16,5.454545454545454,11.0,18.181818181818183
V Kohli,2016,0,10,6,1,1,16,10.0,,16.666666666666664
V Kohli,2017,0,0,0,0,0,10,,,0.0
V Kohli,2018,0,0,0,0,0,14,,,0.0
V Kohli,2019,0,0,0,0,0,14,,,0.0
V Kohli,2020,0,0,0,0,0,15,,,0.0
V Kohli,2021,0,0,0,0,0,15,,,0.0
V Kohli,2022,0,0,0,0,0,16,,,0.0
V Kohli,2023,0,0,0,0,0,14,,,0.0
V Kohli,2024,0,0,0,0,0,15,,,0.0
V Kohli,2025,0,0,0,0,0,15,,,0.0
V Nigam,2025,11,340,234,72,42,14,8.717948717948717,21.272727272727273,30.76923076923077
V Pratap Singh,2012,12,289,204,71,41,9,8.5,17.0,34.80392156862745
V Puthur,2025,6,108,72,24,13,5,9.0,12.0,33.33333333333333
V Sehwag,2008,3,132,66,18,20,14,12.0,22.0,27.27272727272727
V Sehwag,2009,0,20,6,1,3,11,20.0,,16.666666666666664
V Sehwag,2010,3,23,34,18,2,14,4.0588235294117645,11.333333333333334,52.94117647058824
V Sehwag,2011,0,0,0,0,0,11,,,0.0
V Sehwag,2012,0,45,24,7,8,16,11.25,,29.166666666666668
V Sehwag,2013,0,9,6,0,1,13,9.0,,0.0
V Sehwag,2014,0,0,0,0,0,17,,,0.0
V Sehwag,2015,0,0,0,0,0,8,,,0.0
V Shankar,2014,0,19,6,1,3,1,19.0,,16.666666666666664
V Shankar,2017,0,0,0,0,0,4,,,0.0
V Shankar,2018,1,53,30,8,8,11,10.6,30.0,26.666666666666668
V Shankar,2019,1,66,48,14,9,14,8.25,48.0,29.166666666666668
V Shankar,2020,4,71,79,31,6,7,5.3924050632911396,19.75,39.24050632911392
V Shankar,2021,4,92,66,22,11,6,8.363636363636363,16.5,33.33333333333333
V Shankar,2022,1,14,9,4,3,4,9.333333333333334,9.0,44.44444444444444
V Shankar,2023,0,0,0,0,0,10,,,0.0
V Shankar,2024,0,0,0,0,0,7,,,0.0
V Shankar,2025,0,0,0,0,0,5,,,0.0
V Suryavanshi,2025,0,0,0,0,0,7,,,0.0
V Viyaskanth,2024,1,86,60,16,10,3,8.6,60.0,26.666666666666668
VG Arora,2022,4,161,107,38,26,5,9.02803738317757,26.75,35.51401869158878
VG Arora,2023,5,126,96,30,17,5,7.875,19.2,31.25
VG Arora,2024,11,251,180,76,39,10,8.366666666666667,16.363636363636363,42.22222222222222
VG Arora,2025,19,413,255,93,65,12,9.71764705882353,13.421052631578947,36.470588235294116
VH Zol,2014,0,0,0,0,0,2,,,0.0
VR Aaron,2011,2,77,72,31,11,3,6.416666666666666,36.0,43.05555555555556
VR Aaron,2012,9,264,186,73,41,8,8.516129032258064,20.666666666666668,39.247311827956985
VR Aaron,2014,16,277,220,90,39,10,7.554545454545455,13.75,40.909090909090914
VR Aaron,2015,3,164,104,44,30,5,9.461538461538462,34.666666666666664,42.30769230769231
VR Aaron,2016,2,212,142,48,30,8,8.95774647887324,71.0,33.80281690140845
VR Aaron,2017,7,153,120,51,24,6,7.6499999999999995,17.142857142857142,42.5
VR Aaron,2019,4,114,72,25,16,5,9.5,18.0,34.72222222222222
VR Aaron,2020,0,83,48,19,14,3,10.375,,39.58333333333333
VR Aaron,2022,2,49,30,6,8,2,9.8,15.0,20.0
VR Iyer,2021,3,66,51,12,6,10,7.764705882352942,17.0,23.52941176470588
VR Iyer,2022,0,46,24,3,7,12,11.5,,12.5
VR Iyer,2023,0,0,0,0,0,14,,,0.0
VR Iyer,2024,0,28,6,0,6,13,28.0,,0.0
VR Iyer,2025,0,0,0,0,0,7,,,0.0
VRV Singh,2008,15,403,288,94,56,13,8.395833333333334,19.2,32.63888888888889
VRV Singh,2009,1,82,54,16,11,4,9.11111111111111,54.0,29.629629629629626
VRV Singh,2010,0,36,18,4,6,1,12.0,,22.22222222222222
VS Malik,2009,2,96,72,28,12,5,8.0,36.0,38.88888888888889
VS Malik,2010,1,58,43,16,10,3,8.093023255813954,43.0,37.2093023255814
VS Malik,2011,0,13,12,3,1,1,6.5,,25.0
VS Malik,2013,2,58,60,30,8,3,5.8,30.0,50.0
VS Malik,2014,1,28,18,7,5,1,9.333333333333334,18.0,38.88888888888889
VS Yeligati,2008,0,53,30,6,9,2,10.6,,20.0
VVS Laxman,2008,0,0,0,0,0,6,,,0.0
VVS Laxman,2009,0,0,0,0,0,5,,,0.0
VVS Laxman,2010,0,0,0,0,0,6,,,0.0
VVS Laxman,2011,0,0,0,0,0,3,,,0.0
VY Mahesh,2008,17,341,253,94,49,11,8.08695652173913,14.882352941176471,37.15415019762846
VY Mahesh,2009,1,24,12,3,3,1,12.0,12.0,25.0
VY Mahesh,2010,1,22,18,5,2,1,7.333333333333334,18.0,27.77777777777778
VY Mahesh,2012,3,76,56,18,10,4,8.142857142857142,18.666666666666668,32.142857142857146
Vijaykumar Vyshak,2023,11,238,144,40,33,7,9.916666666666666,13.090909090909092,27.77777777777778
Vijaykumar Vyshak,2024,6,139,87,23,19,4,9.586206896551724,14.5,26.436781609195403
Vijaykumar Vyshak,2025,4,165,102,31,21,5,9.705882352941178,25.5,30.392156862745097
Virat Singh,2021,0,0,0,0,0,2,,,0.0
Vishnu Vinod,2017,0,0,0,0,0,3,,,0.0
Vishnu Vinod,2023,0,0,0,0,0,3,,,0.0
Vivrant Sharma,2023,0,28,18,5,3,2,9.333333333333334,,27.77777777777778
W Jaffer,2008,0,0,0,0,0,6,,,0.0
W Jaffer,2009,0,0,0,0,0,2,,,0.0
W O'Rourke,2025,6,129,62,15,22,3,12.483870967741936,10.333333333333334,24.193548387096776
WA Mota,2008,1,34,18,3,4,3,11.333333333333332,18.0,16.666666666666664
WA Mota,2009,3,59,54,21,5,7,6.555555555555555,18.0,38.88888888888889
WD Parnell,2011,10,192,176,75,27,8,6.545454545454545,17.6,42.61363636363637
WD Parnell,2012,7,123,126,51,12,6,5.857142857142857,18.0,40.476190476190474
WD Parnell,2013,7,121,89,33,19,4,8.157303370786517,12.714285714285714,37.07865168539326
WD Parnell,2014,6,213,181,82,34,8,7.060773480662983,30.166666666666668,45.30386740331492
WD Parnell,2023,9,230,151,55,35,7,9.139072847682119,16.77777777777778,36.423841059602644
WG Jacks,2024,2,98,54,11,13,8,10.88888888888889,27.0,20.37037037037037
WG Jacks,2025,6,111,84,31,15,12,7.928571428571429,14.0,36.904761904761905
WP Saha,2008,0,0,0,0,0,10,,,0.0
WP Saha,2009,0,0,0,0,0,7,,,0.0
WP Saha,2010,0,0,0,0,0,6,,,0.0
WP Saha,2011,0,0,0,0,0,2,,,0.0
WP Saha,2012,0,0,0,0,0,1,,,0.0
WP Saha,2013,0,0,0,0,0,3,,,0.0
WP Saha,2014,0,0,0,0,0,13,,,0.0
WP Saha,2015,0,0,0,0,0,13,,,0.0
WP Saha,2016,0,0,0,0,0,12,,,0.0
WP Saha,2017,0,0,0,0,0,11,,,0.0
WP Saha,2018,0,0,0,0,0,10,,,0.0
WP Saha,2019,0,0,0,0,0,5,,,0.0
WP Saha,2020,0,0,0,0,0,4,,,0.0
WP Saha,2021,0,0,0,0,0,9,,,0.0
WP Saha,2022,0,0,0,0,0,11,,,0.0
WP Saha,2023,0,0,0,0,0,17,,,0.0
WP Saha,2024,0,0,0,0,0,9,,,0.0
WPUJC Vaas,2008,6,144,102,41,24,5,8.470588235294118,17.0,40.19607843137255
WPUJC Vaas,2009,5,61,48,24,9,2,7.625,9.6,50.0
WPUJC Vaas,2010,11,138,132,63,20,6,6.2727272727272725,12.0,47.72727272727273
Washington Sundar,2017,9,183,180,81,23,10,6.1,20.0,45.0
Washington Sundar,2018,4,186,120,27,22,7,9.3,30.0,22.5
Washington Sundar,2019,4,74,54,20,9,3,8.222222222222223,13.5,37.03703703703704
Washington Sundar,2020,9,296,300,112,24,15,5.92,33.333333333333336,37.333333333333336
Washington Sundar,2021,3,115,96,31,13,6,7.1875,32.0,32.29166666666667
Washington Sundar,2022,6,235,168,47,27,9,8.392857142857142,28.0,27.976190476190478
Washington Sundar,2023,3,146,106,35,18,7,8.264150943396226,35.333333333333336,33.0188679245283
Washington Sundar,2024,1,73,30,3,12,2,14.599999999999998,30.0,10.0
Washington Sundar,2025,1,109,65,15,14,6,10.061538461538461,65.0,23.076923076923077
X Thalaivan Sargunam,2013,0,0,0,0,0,1,,,0.0
XC Bartlett,2025,2,96,60,28,16,4,9.600000000000001,30.0,46.666666666666664
Y Gnaneswara Rao,2011,0,7,6,3,1,2,7.0,,50.0
Y Nagar,2009,2,19,12,3,2,1,9.5,6.0,25.0
Y Nagar,2010,1,28,18,7,5,1,9.333333333333334,18.0,38.88888888888889
Y Nagar,2011,1,60,30,5,9,10,12.0,30.0,16.666666666666664
Y Nagar,2012,0,8,6,1,1,8,8.0,,16.666666666666664
Y Prithvi Raj,2019,1,54,30,8,8,2,10.8,30.0,26.666666666666668
Y Venugopal Rao,2008,3,131,84,22,18,10,9.357142857142858,28.0,26.190476190476193
Y Venugopal Rao,2009,4,120,90,27,13,14,8.0,22.5,30.0
Y Venugopal Rao,2010,0,10,6,1,1,5,10.0,,16.666666666666664
Y Venugopal Rao,2011,0,26,12,3,4,14,13.0,,25.0
Y Venugopal Rao,2012,0,26,12,3,5,7,13.0,,25.0
Y Venugopal Rao,2014,0,16,12,3,2,7,8.0,,25.0
YA Abdulla,2009,14,225,168,75,34,9,8.035714285714285,12.0,44.642857142857146
YA Abdulla,2010,1,65,41,13,10,2,9.512195121951219,41.0,31.70731707317073
YBK Jaiswal,2020,0,0,0,0,0,3,,,0.0
YBK Jaiswal,2021,0,0,0,0,0,10,,,0.0
YBK Jaiswal,2022,0,6,1,0,1,10,36.0,,0.0
YBK Jaiswal,2023,0,0,0,0,0,14,,,0.0
YBK Jaiswal,2024,0,0,0,0,0,15,,,0.0
YBK Jaiswal,2025,0,0,0,0,0,14,,,0.0
YK Pathan,2008,10,229,169,59,27,16,8.1301775147929,16.9,34.9112426035503
YK Pathan,2009,7,232,210,83,25,13,6.628571428571429,30.0,39.523809523809526
YK Pathan,2010,6,236,204,60,27,14,6.9411764705882355,34.0,29.411764705882355
YK Pathan,2011,13,229,234,93,26,15,5.871794871794871,18.0,39.743589743589745
YK Pathan,2012,3,173,132,46,22,17,7.863636363636363,44.0,34.84848484848485
YK Pathan,2013,1,72,54,14,6,16,8.0,54.0,25.925925925925924
YK Pathan,2014,0,10,6,1,1,12,10.0,,16.666666666666664
YK Pathan,2015,2,97,60,12,12,13,9.7,30.0,20.0
YK Pathan,2016,1,31,36,14,2,13,5.166666666666667,36.0,38.88888888888889
YK Pathan,2017,1,41,24,8,6,12,10.25,24.0,33.33333333333333
YK Pathan,2018,1,14,12,2,1,13,7.0,12.0,16.666666666666664
YK Pathan,2019,0,8,6,1,1,7,8.0,,16.666666666666664
YS Chahal,2013,0,34,24,8,4,1,8.5,,33.33333333333333
YS Chahal,2014,12,380,330,115,35,14,6.90909090909091,27.5,34.84848484848485
YS Chahal,2015,23,413,281,90,49,14,8.818505338078293,12.217391304347826,32.028469750889684
YS Chahal,2016,21,380,295,100,47,13,7.728813559322033,14.047619047619047,33.89830508474576
YS Chahal,2017,13,320,261,92,34,13,7.35632183908046,20.076923076923077,35.24904214559387
YS Chahal,2018,12,346,300,120,41,14,6.92,25.0,40.0
YS Chahal,2019,18,374,296,113,43,14,7.581081081081082,16.444444444444443,38.17567567567568
YS Chahal,2020,22,389,343,112,37,15,6.8046647230320705,15.590909090909092,32.6530612244898
YS Chahal,2021,19,369,318,123,43,15,6.962264150943397,16.736842105263158,38.67924528301887
YS Chahal,2022,29,506,408,128,52,17,7.4411764705882355,14.068965517241379,31.372549019607842
YS Chahal,2023,22,423,317,95,46,14,8.006309148264984,14.409090909090908,29.96845425867508
YS Chahal,2024,18,531,348,98,65,15,9.155172413793103,19.333333333333332,28.160919540229884
YS Chahal,2025,16,419,270,72,51,13,9.31111111111111,16.875,26.666666666666668
YV Dhull,2023,0,0,0,0,0,3,,,0.0
YV Takawale,2008,0,0,0,0,0,4,,,0.0
YV Takawale,2009,0,0,0,0,0,1,,,0.0
YV Takawale,2014,0,0,0,0,0,5,,,0.0
Yash Dayal,2022,11,281,192,76,43,9,8.78125,17.454545454545453,39.58333333333333
Yash Dayal,2023,2,161,84,24,24,5,11.5,42.0,28.57142857142857
Yash Dayal,2024,16,433,301,116,67,14,8.631229235880399,18.8125,38.53820598006645
