Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
RV Uthappa,2010,0,0,0,0,0,14,,,0.0
RV Uthappa,2011,0,0,0,0,0,13,,,0.0
RV Uthappa,2012,0,0,0,0,0,16,,,0.0
RV Uthappa,2013,0,0,0,0,0,16,,,0.0
RV Uthappa,2014,0,0,0,0,0,16,,,0.0
RV Uthappa,2015,0,0,0,0,0,13,,,0.0
RV Uthappa,2016,0,0,0,0,0,15,,,0.0
RV Uthappa,2017,0,0,0,0,0,13,,,0.0
RV Uthappa,2018,0,0,0,0,0,16,,,0.0
RV Uthappa,2019,0,0,0,0,0,11,,,0.0
RV Uthappa,2020,0,0,0,0,0,12,,,0.0
RV Uthappa,2021,0,0,0,0,0,4,,,0.0
RV Uthappa,2022,0,0,0,0,0,11,,,0.0
RW Price,2011,0,33,18,1,4,1,11.0,,5.555555555555555
Rahmanullah Gurbaz,2023,0,0,0,0,0,11,,,0.0
Rahmanullah Gurbaz,2024,0,0,0,0,0,2,,,0.0
Rahmanullah Gurbaz,2025,0,0,0,0,0,5,,,0.0
Ramandeep Singh,2022,6,49,36,12,7,5,8.166666666666668,6.0,33.33333333333333
Ramandeep Singh,2024,0,9,4,0,1,9,13.5,,0.0
Ramandeep Singh,2025,0,0,0,0,0,7,,,0.0
Rashid Khan,2017,18,352,324,121,37,14,6.518518518518518,18.0,37.34567901234568
Rashid Khan,2018,23,455,408,162,54,17,6.6911764705882355,17.73913043478261,39.705882352941174
Rashid Khan,2019,19,380,363,160,46,15,6.28099173553719,19.105263157894736,44.0771349862259
Rashid Khan,2020,20,338,388,164,27,16,5.22680412371134,19.4,42.2680412371134
Rashid Khan,2021,19,369,342,122,42,14,6.473684210526316,18.0,35.67251461988304
Rashid Khan,2022,20,414,383,123,32,16,6.485639686684074,19.15,32.114882506527415
Rashid Khan,2023,28,547,402,129,66,17,8.164179104477611,14.357142857142858,32.08955223880597
Rashid Khan,2024,10,367,262,79,42,12,8.404580152671755,26.2,30.15267175572519
Rashid Khan,2025,9,508,330,88,61,15,9.236363636363636,36.666666666666664,26.666666666666668
Rasikh Salam,2019,0,37,24,8,5,1,9.25,,33.33333333333333
Rasikh Salam,2022,0,28,24,8,4,2,7.0,,33.33333333333333
Rasikh Salam,2024,9,260,147,40,36,8,10.612244897959183,16.333333333333332,27.2108843537415
Rasikh Salam,2025,1,68,36,13,12,2,11.333333333333332,36.0,36.11111111111111
Ravi Bishnoi,2020,14,362,306,119,42,14,7.098039215686274,21.857142857142858,38.88888888888889
Ravi Bishnoi,2021,13,225,216,81,24,9,6.25,16.615384615384617,37.5
Ravi Bishnoi,2022,14,439,324,110,57,14,8.12962962962963,23.142857142857142,33.95061728395062
Ravi Bishnoi,2023,17,377,303,94,38,14,7.465346534653466,17.823529411764707,31.02310231023102
Ravi Bishnoi,2024,10,375,262,88,49,14,8.587786259541986,26.2,33.587786259541986
Ravi Bishnoi,2025,9,390,222,67,57,11,10.54054054054054,24.666666666666668,30.180180180180184
S Anirudha,2008,0,0,0,0,0,1,,,0.0
S Anirudha,2010,0,0,0,0,0,2,,,0.0
S Anirudha,2011,0,0,0,0,0,5,,,0.0
S Anirudha,2012,0,0,0,0,0,2,,,0.0
S Anirudha,2013,0,0,0,0,0,1,,,0.0
S Anirudha,2014,0,0,0,0,0,1,,,0.0
S Aravind,2011,22,356,276,115,49,13,7.739130434782608,12.545454545454545,41.66666666666667
S Aravind,2012,0,48,18,5,11,1,16.0,,27.77777777777778
S Aravind,2015,10,130,108,47,18,5,7.222222222222222,10.8,43.51851851851852
S Aravind,2016,11,205,175,65,28,9,7.0285714285714285,15.909090909090908,37.142857142857146
S Aravind,2017,5,268,183,58,37,10,8.78688524590164,36.6,31.693989071038253
S Badree,2013,0,33,24,7,4,1,8.25,,29.166666666666668
S Badree,2014,2,90,84,40,12,4,6.428571428571429,42.0,47.61904761904761
S Badree,2017,9,186,150,62,26,7,7.4399999999999995,16.666666666666668,41.333333333333336
S Badrinath,2008,0,0,0,0,0,11,,,0.0
S Badrinath,2009,0,0,0,0,0,11,,,0.0
S Badrinath,2010,0,0,0,0,0,15,,,0.0
S Badrinath,2011,0,0,0,0,0,12,,,0.0
S Badrinath,2012,0,0,0,0,0,9,,,0.0
S Badrinath,2013,0,0,0,0,0,7,,,0.0
S Chanderpaul,2008,0,0,0,0,0,3,,,0.0
S Dhawan,2008,0,0,0,0,0,14,,,0.0
S Dhawan,2009,0,0,0,0,0,4,,,0.0
S Dhawan,2010,0,0,0,0,0,10,,,0.0
S Dhawan,2011,1,11,12,5,1,14,5.5,12.0,41.66666666666667
S Dhawan,2012,3,54,36,12,9,15,9.0,12.0,33.33333333333333
S Dhawan,2013,0,0,0,0,0,10,,,0.0
S Dhawan,2014,0,0,0,0,0,14,,,0.0
S Dhawan,2015,0,0,0,0,0,14,,,0.0
S Dhawan,2016,0,0,0,0,0,17,,,0.0
S Dhawan,2017,0,0,0,0,0,14,,,0.0
S Dhawan,2018,0,0,0,0,0,16,,,0.0
S Dhawan,2019,0,0,0,0,0,16,,,0.0
S Dhawan,2020,0,0,0,0,0,17,,,0.0
S Dhawan,2021,0,0,0,0,0,16,,,0.0
S Dhawan,2022,0,0,0,0,0,14,,,0.0
S Dhawan,2023,0,0,0,0,0,11,,,0.0
S Dhawan,2024,0,0,0,0,0,5,,,0.0
S Dube,2019,0,7,10,3,0,4,4.199999999999999,,30.0
S Dube,2020,5,72,54,13,8,10,8.0,10.8,24.074074074074073
S Dube,2021,0,48,30,6,5,9,9.600000000000001,,20.0
S Dube,2022,0,34,12,0,6,11,17.0,,0.0
S Dube,2023,0,0,0,0,0,14,,,0.0
S Dube,2024,1,14,6,1,2,14,14.0,6.0,16.666666666666664
S Dube,2025,0,28,12,1,4,14,14.0,,8.333333333333332
S Gopal,2014,6,112,84,30,12,4,8.0,14.0,35.714285714285715
S Gopal,2015,1,23,13,2,2,1,10.615384615384615,13.0,15.384615384615385
S Gopal,2016,0,18,18,4,1,1,6.0,,22.22222222222222
S Gopal,2018,12,234,186,65,25,10,7.548387096774194,15.5,34.946236559139784
S Gopal,2019,20,342,288,104,37,14,7.125,14.4,36.11111111111111
S Gopal,2020,10,422,300,84,49,14,8.440000000000001,30.0,28.000000000000004
S Gopal,2021,0,84,42,11,13,3,12.0,,26.190476190476193
S Gopal,2022,1,34,18,7,5,1,11.333333333333332,18.0,38.88888888888889
S Gopal,2024,3,67,42,10,6,3,9.571428571428573,14.0,23.809523809523807
S Joseph,2024,0,36,24,9,6,1,9.0,,37.5
S Kaul,2013,5,164,131,44,21,6,7.51145038167939,26.2,33.587786259541986
S Kaul,2014,2,122,78,24,17,5,9.384615384615385,39.0,30.76923076923077
S Kaul,2017,16,293,214,65,34,10,8.214953271028037,13.375,30.373831775700932
S Kaul,2018,24,541,396,120,75,17,8.196969696969697,16.5,30.303030303030305
S Kaul,2019,6,234,162,55,30,7,8.666666666666666,27.0,33.95061728395062
S Kaul,2020,2,61,24,6,12,1,15.25,12.0,25.0
S Kaul,2021,8,245,180,67,35,8,8.166666666666668,22.5,37.22222222222222
S Kaul,2022,0,43,24,6,7,1,10.75,,25.0
S Kaushik,2016,6,188,138,48,24,7,8.173913043478262,23.0,34.78260869565217
S Kaushik,2017,0,103,66,20,15,3,9.363636363636363,,30.303030303030305
S Ladda,2010,4,141,90,34,19,5,9.4,22.5,37.77777777777778
S Ladda,2011,0,40,24,8,5,2,10.0,,33.33333333333333
S Ladda,2013,1,18,12,3,2,1,9.0,12.0,25.0
S Ladda,2016,0,21,12,3,3,1,10.5,,25.0
S Lamichhane,2018,5,81,72,29,9,3,6.75,14.4,40.27777777777778
S Lamichhane,2019,9,210,138,46,29,6,9.130434782608695,15.333333333333334,33.33333333333333
S Midhun,2019,0,26,12,3,4,1,13.0,,25.0
S Nadeem,2011,4,141,114,37,15,5,7.421052631578948,28.5,32.45614035087719
S Nadeem,2012,8,313,270,88,32,12,6.955555555555556,33.75,32.592592592592595
S Nadeem,2013,9,255,264,95,22,12,5.795454545454546,29.333333333333332,35.984848484848484
S Nadeem,2014,9,299,228,66,29,11,7.868421052631579,25.333333333333332,28.947368421052634
S Nadeem,2015,0,41,42,21,4,3,5.857142857142857,,50.0
S Nadeem,2016,3,126,90,31,15,4,8.399999999999999,30.0,34.44444444444444
S Nadeem,2017,6,116,107,47,15,7,6.5046728971962615,17.833333333333332,43.925233644859816
S Nadeem,2018,5,159,90,20,22,6,10.6,18.0,22.22222222222222
S Nadeem,2019,3,90,54,9,10,3,10.0,18.0,16.666666666666664
S Nadeem,2020,6,166,132,30,16,7,7.545454545454545,22.0,22.727272727272727
S Nadeem,2021,1,36,24,9,5,1,9.0,24.0,37.5
S Narwal,2010,6,180,94,31,27,5,11.48936170212766,15.666666666666666,32.97872340425532
S Narwal,2013,0,15,12,6,3,2,7.5,,50.0
S Rana,2011,0,2,4,2,0,1,3.0,,50.0
S Rana,2014,0,16,12,3,2,7,8.0,,25.0
S Randiv,2011,8,217,174,60,25,8,7.482758620689656,21.75,34.48275862068966
S Sandeep Warrier,2019,2,84,72,29,11,3,7.0,36.0,40.27777777777778
S Sandeep Warrier,2020,0,31,18,8,6,1,10.333333333333334,,44.44444444444444
S Sandeep Warrier,2021,0,15,12,6,3,1,7.5,,50.0
S Sandeep Warrier,2024,6,109,66,29,18,5,9.90909090909091,11.0,43.93939393939394
S Sohal,2008,0,0,0,0,0,2,,,0.0
S Sohal,2009,0,0,0,0,0,8,,,0.0
S Sohal,2011,0,0,0,0,0,10,,,0.0
S Sreesanth,2008,19,402,307,132,63,15,7.856677524429967,16.157894736842106,42.99674267100978
S Sreesanth,2009,6,182,138,62,26,7,7.91304347826087,23.0,44.927536231884055
S Sreesanth,2010,5,171,114,44,26,6,9.0,22.8,38.59649122807017
S Sreesanth,2011,7,188,191,94,27,9,5.905759162303665,27.285714285714285,49.21465968586388
S Sreesanth,2013,6,150,130,67,25,7,6.9230769230769225,21.666666666666668,51.53846153846153
S Sriram,2010,0,24,12,2,4,1,12.0,,16.666666666666664
S Sriram,2011,0,25,6,0,4,1,25.0,,0.0
S Tyagi,2009,5,131,114,59,22,8,6.894736842105264,22.8,51.75438596491229
S Tyagi,2010,1,152,95,34,24,6,9.600000000000001,95.0,35.78947368421053
S Vidyut,2008,1,21,12,5,3,8,10.5,12.0,41.66666666666667
SA Abbott,2015,0,55,30,6,9,2,11.0,,20.0
SA Abbott,2022,1,44,24,7,7,1,11.0,24.0,29.166666666666668
SA Asnodkar,2008,0,0,0,0,0,9,,,0.0
SA Asnodkar,2009,0,0,0,0,0,8,,,0.0
SA Asnodkar,2010,0,0,0,0,0,1,,,0.0
SA Asnodkar,2011,0,0,0,0,0,1,,,0.0
SA Yadav,2012,0,0,0,0,0,1,,,0.0
SA Yadav,2014,0,8,6,2,1,11,8.0,,33.33333333333333
SA Yadav,2015,0,0,0,0,0,13,,,0.0
SA Yadav,2016,0,0,0,0,0,11,,,0.0
SA Yadav,2017,0,0,0,0,0,7,,,0.0
SA Yadav,2018,0,0,0,0,0,14,,,0.0
SA Yadav,2019,0,0,0,0,0,15,,,0.0
SA Yadav,2020,0,0,0,0,0,15,,,0.0
SA Yadav,2021,0,0,0,0,0,14,,,0.0
SA Yadav,2022,0,0,0,0,0,8,,,0.0
SA Yadav,2023,0,0,0,0,0,16,,,0.0
SA Yadav,2024,0,0,0,0,0,11,,,0.0
SA Yadav,2025,0,0,0,0,0,16,,,0.0
SB Bangar,2008,6,212,150,55,31,9,8.48,25.0,36.666666666666664
SB Bangar,2009,0,0,0,0,0,1,,,0.0
SB Dubey,2024,0,0,0,0,0,3,,,0.0
SB Dubey,2025,0,0,0,0,0,8,,,0.0
SB Jakati,2009,13,216,174,61,23,8,7.448275862068966,13.384615384615385,35.05747126436782
SB Jakati,2010,15,283,228,82,32,11,7.447368421052632,15.2,35.96491228070175
SB Jakati,2011,10,331,265,80,32,14,7.494339622641509,26.5,30.18867924528302
SB Jakati,2012,10,330,246,76,40,15,8.048780487804878,24.6,30.89430894308943
SB Jakati,2014,0,41,22,4,5,1,11.181818181818182,,18.181818181818183
SB Jakati,2016,1,174,120,30,21,6,8.7,120.0,25.0
SB Jakati,2017,0,46,30,4,4,2,9.200000000000001,,13.333333333333334
SB Joshi,2008,1,82,55,18,11,4,8.945454545454545,55.0,32.72727272727273
SB Styris,2008,4,194,162,61,21,8,7.185185185185185,40.5,37.65432098765432
SB Styris,2009,5,63,48,21,10,2,7.875,9.6,43.75
SB Styris,2011,0,13,6,1,2,2,13.0,,16.666666666666664
SB Wagh,2010,1,16,6,2,4,1,16.0,6.0,33.33333333333333
SB Wagh,2011,4,115,96,43,19,7,7.1875,24.0,44.79166666666667
SC Ganguly,2008,7,127,120,46,14,13,6.35,17.142857142857142,38.333333333333336
SC Ganguly,2009,2,96,72,17,9,12,8.0,36.0,23.61111111111111
SC Ganguly,2010,0,42,24,2,5,14,10.5,,8.333333333333332
SC Ganguly,2011,0,0,0,0,0,3,,,0.0
SC Ganguly,2012,3,93,60,10,11,15,9.3,20.0,16.666666666666664
SC Kuggeleijn,2019,2,69,48,17,9,2,8.625,24.0,35.41666666666667
SD Chitnis,2008,2,54,36,9,7,3,9.0,18.0,25.0
SD Chitnis,2009,0,0,0,0,0,1,,,0.0
SD Chitnis,2011,0,0,0,0,0,1,,,0.0
SD Chitnis,2012,0,0,0,0,0,4,,,0.0
SD Hope,2024,0,0,0,0,0,9,,,0.0
SD Lad,2019,0,0,0,0,0,1,,,0.0
SE Bond,2010,9,218,186,75,30,8,7.03225806451613,20.666666666666668,40.32258064516129
SE Marsh,2008,0,0,0,0,0,11,,,0.0
SE Marsh,2010,0,0,0,0,0,4,,,0.0
SE Marsh,2011,0,0,0,0,0,13,,,0.0
SE Marsh,2012,0,0,0,0,0,13,,,0.0
SE Marsh,2013,0,0,0,0,0,8,,,0.0
SE Marsh,2014,0,0,0,0,0,2,,,0.0
SE Marsh,2015,0,0,0,0,0,4,,,0.0
SE Marsh,2016,0,0,0,0,0,6,,,0.0
SE Marsh,2017,0,0,0,0,0,8,,,0.0
SE Rutherford,2019,1,54,41,7,5,7,7.902439024390244,41.0,17.073170731707318
SE Rutherford,2022,0,0,0,0,0,2,,,0.0
SE Rutherford,2025,0,0,0,0,0,11,,,0.0
SH Johnson,2024,4,148,96,34,23,5,9.25,24.0,35.41666666666667
SH Johnson,2025,1,128,68,25,22,4,11.294117647058822,68.0,36.76470588235294
SJ Srivastava,2010,6,239,162,54,36,8,8.851851851851851,27.0,33.33333333333333
SJ Srivastava,2011,9,170,120,49,27,6,8.5,13.333333333333334,40.833333333333336
SK Raina,2008,2,30,20,4,3,14,9.0,10.0,20.0
SK Raina,2009,8,163,166,57,13,14,5.891566265060241,20.75,34.33734939759036
SK Raina,2010,7,174,143,40,18,16,7.300699300699302,20.428571428571427,27.972027972027973
SK Raina,2011,5,193,165,62,23,16,7.018181818181818,33.0,37.57575757575757
SK Raina,2012,2,104,84,21,10,18,7.428571428571429,42.0,25.0
SK Raina,2013,1,23,12,2,3,17,11.5,12.0,16.666666666666664
SK Raina,2014,1,133,108,34,14,16,7.388888888888888,108.0,31.48148148148148
SK Raina,2015,3,87,72,24,10,17,7.25,24.0,33.33333333333333
SK Raina,2016,0,81,60,15,10,15,8.100000000000001,,25.0
SK Raina,2017,1,102,72,20,11,14,8.5,72.0,27.77777777777778
SK Raina,2018,0,0,0,0,0,15,,,0.0
SK Raina,2019,0,6,6,1,0,17,6.0,,16.666666666666664
SK Raina,2021,0,0,0,0,0,11,,,0.0
SK Rasheed,2025,0,0,0,0,0,5,,,0.0
SK Trivedi,2008,15,386,288,102,49,15,8.041666666666666,19.2,35.41666666666667
SK Trivedi,2009,6,148,120,43,19,7,7.4,20.0,35.833333333333336
SK Trivedi,2010,13,253,213,69,28,11,7.126760563380282,16.384615384615383,32.3943661971831
SK Trivedi,2011,13,284,214,66,34,12,7.962616822429906,16.46153846153846,30.8411214953271
SK Trivedi,2012,14,352,312,90,33,14,6.769230769230769,22.285714285714285,28.846153846153843
SK Trivedi,2013,12,400,359,122,40,17,6.685236768802229,29.916666666666668,33.98328690807799
SK Warne,2008,20,395,312,107,42,15,7.596153846153846,15.6,34.294871794871796
SK Warne,2009,13,348,300,109,36,13,6.959999999999999,23.076923076923077,36.333333333333336
SK Warne,2010,12,375,300,93,40,14,7.5,25.0,31.0
SK Warne,2011,14,290,282,117,29,13,6.170212765957447,20.142857142857142,41.48936170212766
SL Malinga,2009,20,281,297,140,32,13,5.6767676767676765,14.85,47.13804713804714
SL Malinga,2010,17,320,294,116,39,13,6.530612244897959,17.294117647058822,39.455782312925166
SL Malinga,2011,30,348,378,183,44,16,5.523809523809524,12.6,48.41269841269841
SL Malinga,2012,25,331,333,145,36,14,5.963963963963964,13.32,43.54354354354354
SL Malinga,2013,23,453,392,147,61,17,6.933673469387754,17.043478260869566,37.5
SL Malinga,2014,17,244,235,99,28,10,6.229787234042552,13.823529411764707,42.12765957446808
SL Malinga,2015,25,422,360,140,56,15,7.033333333333333,14.4,38.88888888888889
SL Malinga,2017,11,350,269,90,41,12,7.806691449814126,24.454545454545453,33.457249070631974
SL Malinga,2019,18,427,269,84,61,12,9.524163568773233,14.944444444444445,31.226765799256505
SM Boland,2016,3,53,42,14,7,2,7.571428571428571,14.0,33.33333333333333
SM Curran,2019,11,314,198,58,43,9,9.515151515151516,18.0,29.292929292929294
SM Curran,2020,14,326,252,87,43,14,7.761904761904763,18.0,34.523809523809526
SM Curran,2021,10,317,198,72,47,9,9.606060606060606,19.8,36.36363636363637
SM Curran,2023,11,477,287,80,70,14,9.972125435540068,26.09090909090909,27.874564459930312
SM Curran,2024,16,404,246,81,62,13,9.853658536585366,15.375,32.926829268292686
SM Curran,2025,1,131,72,16,19,5,10.916666666666666,72.0,22.22222222222222
SM Harwood,2009,3,61,60,33,8,3,6.1,20.0,55.00000000000001
SM Katich,2008,0,0,0,0,0,2,,,0.0
SM Katich,2009,0,0,0,0,0,9,,,0.0
SM Pollock,2008,13,297,276,130,39,13,6.456521739130434,21.23076923076923,47.10144927536232
SMSM Senanayake,2013,9,206,192,73,22,8,6.4375,21.333333333333332,38.02083333333333
SN Khan,2015,0,0,0,0,0,7,,,0.0
SN Khan,2016,0,0,0,0,0,4,,,0.0
SN Khan,2018,0,0,0,0,0,6,,,0.0
SN Khan,2019,0,6,2,0,1,5,18.0,,0.0
SN Khan,2020,0,0,0,0,0,3,,,0.0
SN Khan,2021,0,0,0,0,0,2,,,0.0
SN Khan,2022,0,0,0,0,0,5,,,0.0
SN Khan,2023,0,0,0,0,0,4,,,0.0
SN Thakur,2015,1,36,18,5,6,1,12.0,18.0,27.77777777777778
SN Thakur,2017,13,301,229,85,44,12,7.886462882096071,17.615384615384617,37.117903930131
SN Thakur,2018,17,416,280,111,57,13,8.914285714285715,16.470588235294116,39.64285714285714
SN Thakur,2019,9,271,180,61,40,9,9.033333333333333,20.0,33.88888888888889
SN Thakur,2020,10,264,194,65,34,9,8.164948453608247,19.4,33.50515463917525
SN Thakur,2021,22,494,359,134,67,16,8.256267409470752,16.318181818181817,37.32590529247911
SN Thakur,2022,16,439,290,101,64,14,9.082758620689656,18.125,34.82758620689655
SN Thakur,2023,7,210,126,32,31,10,10.0,18.0,25.396825396825395
SN Thakur,2024,5,298,190,45,39,9,9.410526315789474,38.0,23.684210526315788
SN Thakur,2025,15,347,204,60,54,10,10.205882352941176,13.6,29.411764705882355
SO Hetmyer,2019,0,0,0,0,0,5,,,0.0
SO Hetmyer,2020,0,0,0,0,0,11,,,0.0
SO Hetmyer,2021,0,0,0,0,0,12,,,0.0
SO Hetmyer,2022,0,0,0,0,0,15,,,0.0
SO Hetmyer,2023,0,0,0,0,0,13,,,0.0
SO Hetmyer,2024,0,0,0,0,0,9,,,0.0
SO Hetmyer,2025,0,0,0,0,0,13,,,0.0
SP Fleming,2008,0,0,0,0,0,10,,,0.0
SP Goswami,2008,0,0,0,0,0,3,,,0.0
SP Goswami,2009,0,0,0,0,0,2,,,0.0
SP Goswami,2010,0,0,0,0,0,1,,,0.0
SP Goswami,2011,0,0,0,0,0,4,,,0.0
SP Goswami,2012,0,0,0,0,0,6,,,0.0
SP Goswami,2018,0,0,0,0,0,3,,,0.0
SP Goswami,2020,0,0,0,0,0,2,,,0.0
SP Jackson,2017,0,0,0,0,0,3,,,0.0
SP Jackson,2022,0,0,0,0,0,5,,,0.0
SP Narine,2012,29,318,355,164,27,15,5.374647887323944,12.241379310344827,46.19718309859155
SP Narine,2013,26,347,384,180,36,16,5.421875,14.76923076923077,46.875
SP Narine,2014,22,416,390,157,42,16,6.4,17.727272727272727,40.256410256410255
SP Narine,2015,7,230,192,74,28,8,7.1875,27.428571428571427,38.54166666666667
SP Narine,2016,13,294,256,109,37,11,6.890625,19.692307692307693,42.578125
SP Narine,2017,12,394,354,133,47,16,6.677966101694915,29.5,37.570621468926554
SP Narine,2018,17,462,366,131,56,16,7.573770491803279,21.529411764705884,35.79234972677596
SP Narine,2019,11,336,266,90,40,12,7.578947368421052,24.181818181818183,33.83458646616541
SP Narine,2020,6,300,228,62,29,10,7.894736842105264,38.0,27.192982456140353
SP Narine,2021,18,351,336,125,33,14,6.267857142857143,18.666666666666668,37.202380952380956
SP Narine,2022,10,305,336,138,23,14,5.446428571428571,33.6,41.07142857142857
SP Narine,2023,11,374,288,84,40,14,7.791666666666667,26.181818181818183,29.166666666666668
SP Narine,2024,18,363,330,122,34,14,6.6000000000000005,18.333333333333332,36.96969696969697
SP Narine,2025,12,345,270,84,34,12,7.666666666666666,22.5,31.11111111111111
SPD Smith,2012,0,5,2,0,1,14,15.0,,0.0
SPD Smith,2013,0,0,0,0,0,7,,,0.0
SPD Smith,2014,0,0,0,0,0,7,,,0.0
SPD Smith,2015,0,0,0,0,0,12,,,0.0
SPD Smith,2016,0,0,0,0,0,7,,,0.0
SPD Smith,2017,0,0,0,0,0,15,,,0.0
SPD Smith,2019,0,0,0,0,0,10,,,0.0
SPD Smith,2020,0,0,0,0,0,14,,,0.0
SPD Smith,2021,0,0,0,0,0,7,,,0.0
SR Tendulkar,2008,0,0,0,0,0,7,,,0.0
SR Tendulkar,2009,0,57,36,4,7,13,9.5,,11.11111111111111
SR Tendulkar,2010,0,0,0,0,0,15,,,0.0
SR Tendulkar,2011,0,0,0,0,0,16,,,0.0
SR Tendulkar,2012,0,0,0,0,0,13,,,0.0
SR Tendulkar,2013,0,0,0,0,0,14,,,0.0
SR Watson,2008,20,361,325,158,59,15,6.664615384615384,16.25,48.61538461538461
SR Watson,2010,7,177,132,61,29,6,8.045454545454545,18.857142857142858,46.21212121212121
SR Watson,2011,8,229,216,78,24,11,6.361111111111111,27.0,36.11111111111111
SR Watson,2012,6,155,138,62,25,7,6.739130434782609,23.0,44.927536231884055
SR Watson,2013,16,292,250,101,39,16,7.007999999999999,15.625,40.400000000000006
SR Watson,2014,7,157,126,57,26,13,7.476190476190476,18.0,45.23809523809524
SR Watson,2015,7,245,174,62,34,10,8.448275862068964,24.857142857142858,35.63218390804598
SR Watson,2016,23,462,339,121,63,16,8.176991150442477,14.73913043478261,35.693215339233035
SR Watson,2017,5,241,161,47,35,8,8.98136645962733,32.2,29.19254658385093
SR Watson,2018,7,243,168,56,32,15,8.678571428571429,24.0,33.33333333333333
SR Watson,2019,0,0,0,0,0,17,,,0.0
SR Watson,2020,0,0,0,0,0,11,,,0.0
SS Agarwal,2017,1,42,24,7,6,1,10.5,24.0,29.166666666666668
SS Cottrell,2020,6,161,120,58,27,6,8.049999999999999,20.0,48.333333333333336
SS Iyer,2015,0,0,0,0,0,14,,,0.0
SS Iyer,2016,0,0,0,0,0,6,,,0.0
SS Iyer,2017,0,0,0,0,0,12,,,0.0
SS Iyer,2018,0,0,0,0,0,13,,,0.0
SS Iyer,2019,0,0,0,0,0,16,,,0.0
SS Iyer,2020,0,0,0,0,0,17,,,0.0
SS Iyer,2021,0,0,0,0,0,8,,,0.0
SS Iyer,2022,0,7,6,4,1,14,7.0,,66.66666666666666
SS Iyer,2024,0,0,0,0,0,14,,,0.0
SS Iyer,2025,0,0,0,0,0,17,,,0.0
SS Mundhe,2011,1,5,6,4,1,1,5.0,6.0,66.66666666666666
SS Prabhudessai,2022,0,0,0,0,0,5,,,0.0
SS Prabhudessai,2023,0,0,0,0,0,4,,,0.0
SS Prabhudessai,2024,0,0,0,0,0,1,,,0.0
SS Sarkar,2009,1,34,25,4,4,2,8.16,25.0,16.0
SS Shaikh,2009,0,0,0,0,0,1,,,0.0
SS Tiwary,2008,0,0,0,0,0,2,,,0.0
SS Tiwary,2009,0,0,0,0,0,3,,,0.0
SS Tiwary,2010,0,0,0,0,0,15,,,0.0
SS Tiwary,2011,0,0,0,0,0,13,,,0.0
SS Tiwary,2012,0,0,0,0,0,11,,,0.0
SS Tiwary,2013,0,0,0,0,0,6,,,0.0
SS Tiwary,2015,0,0,0,0,0,6,,,0.0
SS Tiwary,2016,0,0,0,0,0,7,,,0.0
SS Tiwary,2017,0,0,0,0,0,1,,,0.0
SS Tiwary,2020,0,0,0,0,0,5,,,0.0
SS Tiwary,2021,0,0,0,0,0,4,,,0.0
SSB Magala,2023,1,50,36,5,5,2,8.333333333333332,36.0,13.88888888888889
ST Jayasuriya,2008,5,158,126,36,16,14,7.523809523809524,25.2,28.57142857142857
ST Jayasuriya,2009,8,154,114,28,15,12,8.105263157894736,14.25,24.561403508771928
ST Jayasuriya,2010,3,63,54,19,7,4,7.0,18.0,35.18518518518518
STR Binny,2010,0,9,6,0,1,1,9.0,,0.0
STR Binny,2011,0,43,24,1,5,3,10.75,,4.166666666666666
STR Binny,2012,3,78,60,15,8,8,7.800000000000001,20.0,25.0
STR Binny,2013,7,157,144,57,16,17,6.541666666666666,20.571428571428573,39.58333333333333
STR Binny,2014,4,64,54,18,7,13,7.111111111111111,13.5,33.33333333333333
STR Binny,2015,8,135,114,56,20,13,7.105263157894736,14.25,49.122807017543856
STR Binny,2016,1,132,102,28,17,12,7.764705882352942,102.0,27.450980392156865
STR Binny,2017,4,49,36,9,6,7,8.166666666666668,9.0,25.0
STR Binny,2018,0,31,12,2,7,5,15.5,,16.666666666666664
STR Binny,2019,1,43,42,13,3,7,6.142857142857142,42.0,30.952380952380953
SV Samson,2013,0,0,0,0,0,10,,,0.0
SV Samson,2014,0,0,0,0,0,13,,,0.0
SV Samson,2015,0,0,0,0,0,11,,,0.0
SV Samson,2016,0,0,0,0,0,14,,,0.0
SV Samson,2017,0,0,0,0,0,14,,,0.0
SV Samson,2018,0,0,0,0,0,15,,,0.0
SV Samson,2019,0,0,0,0,0,11,,,0.0
SV Samson,2020,0,0,0,0,0,14,,,0.0
SV Samson,2021,0,0,0,0,0,14,,,0.0
SV Samson,2022,0,0,0,0,0,17,,,0.0
SV Samson,2023,0,0,0,0,0,14,,,0.0
SV Samson,2024,0,0,0,0,0,15,,,0.0
SV Samson,2025,0,0,0,0,0,9,,,0.0
SW Billings,2016,0,0,0,0,0,4,,,0.0
SW Billings,2017,0,0,0,0,0,6,,,0.0
SW Billings,2018,0,0,0,0,0,8,,,0.0
SW Billings,2019,0,0,0,0,0,1,,,0.0
SW Billings,2022,0,0,0,0,0,8,,,0.0
SW Tait,2010,12,236,187,70,36,8,7.572192513368984,15.583333333333334,37.4331550802139
SW Tait,2011,6,107,89,42,19,4,7.213483146067416,14.833333333333334,47.19101123595505
SW Tait,2012,7,125,137,65,14,6,5.474452554744525,19.571428571428573,47.44525547445255
SW Tait,2013,1,84,60,23,14,3,8.399999999999999,60.0,38.333333333333336
